code,name,swatch,iscool
Y59-023-083,Resene Stonewall,jpegs/Resene_Stonewall.jpg,true
B72-025-256,Resene Style Pasifika Lagoon Spray,jpegs/Resene_Style_Pasifika_Lagoon_Spray.jpg,true
B32-025-247,Resene Style Pasifika Ocean Deep,jpegs/Resene_Style_Pasifika_Ocean_Deep.jpg,true
B67-055-207,Resene Such Fun,jpegs/Resene_Such_Fun.jpg,true
B29-058-284,Resene Surfs Up,jpegs/Resene_Surfs_Up.jpg,true
G30-011-198,Resene Swamp,jpegs/Resene_Swamp.jpg,true
BR46-016-074,Resene Tabac,jpegs/Resene_Tabac.jpg,true
BR77-029-074,Resene Tabby,jpegs/Resene_Tabby.jpg,true
Y71-036-087,Resene Tallow,jpegs/Resene_Tallow.jpg,true
G60-010-102,Resene Tapa,jpegs/Resene_Tapa.jpg,true
V30-030-315,Resene Tarot,jpegs/Resene_Tarot.jpg,true
N83-007-142,Resene Tasman,jpegs/Resene_Tasman.jpg,true
Y81-019-081,Resene Tea,jpegs/Resene_Tea.jpg,true
Y67-065-075,Resene Teak,jpegs/Resene_Teak.jpg,true
B39-040-223,Resene Teal Blue,jpegs/Resene_Teal_Blue.jpg,true
BR71-022-037,Resene Thatch,jpegs/Resene_Thatch.jpg,true
Y45-034-089,Resene Thatch Green,jpegs/Resene_Thatch_Green.jpg,true
G37-037-195,Resene Tiber,jpegs/Resene_Tiber.jpg,true
BR77-012-056,Resene Tide,jpegs/Resene_Tide.jpg,true
R38-050-035,Resene Tipping Point,jpegs/Resene_Tipping_Point.jpg,true
WW0811,Resene Tiri,jpegs/Resene_Tiri.jpg,true
O53-077-055,Resene Toffee,jpegs/Resene_Toffee.jpg,true
BR29-018-044,Resene Toorak,jpegs/Resene_Toorak.jpg,true
G28-011-098,Resene Top Gear,jpegs/Resene_Top_Gear.jpg,true
B68-057-214,Resene Toto,jpegs/Resene_Toto.jpg,true
WD036,Resene Touch Wood,jpegs/Resene_Touch_Wood.jpg,true
N72-001-160,Resene Transmission,jpegs/Resene_Transmission.jpg,true
Y69-029-083,Resene Triple Akaroa,jpegs/Resene_Triple_Akaroa.jpg,true
BR69-055-076,Resene Triple Canterbury Clay,jpegs/Resene_Triple_Canterbury_Clay.jpg,true
BR53-044-077,Resene Triple Colins Wicket,jpegs/Resene_Triple_Colins_Wicket.jpg,true
N79-002-103,Resene Triple Concrete,jpegs/Resene_Triple_Concrete.jpg,true
Y51-013-084,Resene Triple Friar Grey,jpegs/Resene_Triple_Friar_Grey.jpg,true
Y60-028-085,Resene Triple Grey Olive,jpegs/Resene_Triple_Grey_Olive.jpg,true
Y59-042-089,Resene Triple Hillary,jpegs/Resene_Triple_Hillary.jpg,true
Y75-027-079,Resene Triple Parchment,jpegs/Resene_Triple_Parchment.jpg,true
BR65-036-076,Resene Triple Pavlova,jpegs/Resene_Triple_Pavlova.jpg,true
BR68-032-078,Resene Triple Sisal,jpegs/Resene_Triple_Sisal.jpg,true
BR72-022-079,Resene Triple Tea,jpegs/Resene_Triple_Tea.jpg,true
R31-059-022,Resene Trouble,jpegs/Resene_Trouble.jpg,true
N45-008-228,Resene Trout,jpegs/Resene_Trout.jpg,true
Y78-011-083,Resene Truffle,jpegs/Resene_Truffle.jpg,true
N39-008-260,Resene Tuna,jpegs/Resene_Tuna.jpg,true
N45-003-047,Resene Tundora,jpegs/Resene_Tundora.jpg,true
Y68-078-073,Resene Twine,jpegs/Resene_Twine.jpg,true
Y63-050-084,Resene Twister,jpegs/Resene_Twister.jpg,true
N27-001-174,Resene Uhi,jpegs/Resene_Uhi.jpg,true
V30-022-316,Resene Valentino,jpegs/Resene_Valentino.jpg,true
G43-064-103,Resene Verdun Green,jpegs/Resene_Verdun_Green.jpg,true
G49-012-146,Resene Viktor,jpegs/Resene_Viktor.jpg,true
V72-022-292,Resene Vision,jpegs/Resene_Vision.jpg,true
V37-046-286,Resene Vortex,jpegs/Resene_Vortex.jpg,true
B41-039-249,Resene Wanaka,jpegs/Resene_Wanaka.jpg,true
B58-020-246,Resene Weathered Blue,jpegs/Resene_Weathered_Blue.jpg,true
N86-007-080,Resene Westar,jpegs/Resene_Westar.jpg,true
N89-007-087,Resene White Pointer,jpegs/Resene_White_Pointer.jpg,true
N88-002-237,Resene White Thunder,jpegs/Resene_White_Thunder.jpg,true
V35-040-293,Resene Wicked,jpegs/Resene_Wicked.jpg,true
O82-032-061,Resene Wildflower,jpegs/Resene_Wildflower.jpg,true
B34-045-255,Resene Wishing Well,jpegs/Resene_Wishing_Well.jpg,true
Y38-025-087,Resene Woodrush,jpegs/Resene_Woodrush.jpg,true
G62-025-136,Resene Xanadu,jpegs/Resene_Xanadu.jpg,true
V44-009-336,Resene Yasna,jpegs/Resene_Yasna.jpg,true
Y80-052-088,Resene Yuma,jpegs/Resene_Yuma.jpg,true
BR50-014-019,Resene Zambezi,jpegs/Resene_Zambezi.jpg,true
R45-073-025,Resene Zinger,jpegs/Resene_Zinger.jpg,true
Y59-114-080,Resene Zion,jpegs/Resene_Zion.jpg,true
